(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
5,Maximum Flow,1,1,0,Approximate Maximum Flow,,,,1,0,O(E + sqrt(V*E)/eps),,,"[https://ieeexplore.ieee.org/document/8555169 Sidford, Tian (2018)]","Sidford, Tian","Sidford, Tian",Coordinate Methods for Accelerating ℓ∞ Regression and Faster Approximate Maximum Flow,2018,https://ieeexplore.ieee.org/document/8555169,,,,,,5,V: 5,3,O(E + sqrt(V*E)/eps),10,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
eps: approximation parameter",V,https://ieeexplore.ieee.org/document/8555169,0,Word RAM?,words,,,,,,,,1,,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,"Approximate Maximum Flow, unweighted?",,,,1,0,"O(E*sqrt(V/eps)*polylog(E, V))",,,"[https://epubs.siam.org/doi/abs/10.1137/070705994 Karger, Levine (2015)]","Karger, Levine","Karger, Levine",Fast Augmenting Paths by Random Sampling from Residual Graphs,2015,https://epubs.siam.org/doi/abs/10.1137/070705994,,,,,,5.5,V: 5.5,2.9,"O(E*sqrt(V/eps)*polylog(E, V))",16.24,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://epubs.siam.org/doi/abs/10.1137/070705994,0,Word RAM?,words,,,,,,,,1,,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,"Approximate Maximum Flow, unweighted",,,,1,0,"O(V*F*polylog(E, V)/(eps*C))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Lemma 3.5) (1994)],Karger (Lemma 3.5),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,6.01,V: 6.01,2.9,"O(V*F*polylog(E, V)/(eps*C))",25,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
C: value of minimum cut
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Monte Carlo,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,"Approximate Maximum Flow, unweighted",,,,1,0,"O(V*F*polylog(E, V)/(eps*C))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 3.6) (1994)],Karger (Corollary 3.6),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,6.01,V: 6.01,2.9,"O(V*F*polylog(E, V)/(eps*C))",25,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
C: value of minimum cut
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Las Vegas,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,Approximate Maximum Flow,,,,1,0,"O(E*F*sqrt(U)*polylog(E, V)/(eps*C))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 5.4) (1994)],Karger (Corollary 5.4),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,7,V: 7,2.9,"O(E*F*sqrt(U)*polylog(E, V)/(eps*C))",26.5,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
C: value of minimum cut
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Las Vegas,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,"Approximate Maximum Flow, unweighted",,,,1,0,"O(E*V^(1/3)polylog(E, V)/eps^(2/3))",,,"[https://dl.acm.org/doi/abs/10.1145/2488608.2488704 Lee, Rao, Srivastava (2013)]","Lee, Rao, Srivastava","Lee, Rao, Srivastava",A new approach to computing maximum flows using electrical flows,2013,https://dl.acm.org/doi/abs/10.1145/2488608.2488704,,,,,,5.33,V: 5.33,2.9,"O(E*V^(1/3)polylog(E, V)/eps^(2/3))",15.41,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/abs/10.1145/2488608.2488704,0,Word RAM?,words,,,,,,,,1,,1,(1-eps),1,2,0,multiplicative,yes,FPRAS,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,1,1,0,Approximate Maximum Flow,,,,1,0,O(E^{(1+o(1)}/sqrt(eps)),(see max flow in sheet1),,"[https://epubs.siam.org/doi/abs/10.1137/20M1383525 Kathuria, Liu, Sidford (2020)]","Kathuria, Liu, Sidford","Kathuria, Liu, Sidford",Unit Capacity Maxflow in Almost $m^{4/3}$ Time,2020,https://epubs.siam.org/doi/abs/10.1137/20M1383525,,,,,0,5.02,V: 5.02,2.9,O(E^{(1+o(1)}/sqrt(eps)),15.015,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://epubs.siam.org/doi/abs/10.1137/20M1383525,0,Word RAM,words,,"V: 5,
E: 3",O(E) or O(V^2) ?,"unsure, please look",,,,0,,1,eps*E*U,4,0,6.99,additive,yes,n/a,Amount off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5,Maximum Flow,0.001,0,0,Approximate Maximum Concurrent/Multicommodity Flow,,,,0,0,Time to solve LP with (V+1)k variables and (2E+3)k+1 constraints.,,,"[https://epubs.siam.org/doi/epdf/10.1137/S0097539794285983 Aumann, Rabani (1998)]","Aumann, Rabani","Aumann, Rabani",An O(log k) Approximate Min-Cut Max-Flow Theorem and Approximation Algorithm,1998,https://epubs.siam.org/doi/epdf/10.1137/S0097539794285983,,,,,,,,,,,"V: number of vertices
E: number of edges
k: number of commodities",,,,Word RAM,words,,,,,,,,,,1,log(k),,6,0,multiplicative,no,,Factor off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,Combinatorics
5,Maximum Flow,0.001,0,0,Approximate Generalized Lossy Maximum Flow,,,,0,0,O(E^{3/2} log(U/eps)^2),,,"[https://dl.acm.org/doi/abs/10.1145/1374376.1374441 Daitch, Spielman (2008)]","Daitch, Spielman","Daitch, Spielman",Faster Approximate Lossy Generalized Flow via Interior Point Algorithms,2008,https://dl.acm.org/doi/abs/10.1145/1374376.1374441,,,,,,4.5,"m: 4.5
U: 2",3,O(E^{3/2} log(U/eps)^2),,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,,,Word RAM,words,,,,,,,,,,1,eps,,0,1.99,additive,no,,Amount off from maximum flow,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,Combinatorics
5,Maximun Flow,0.001,0,0,Approximate Bounded Path Length Maximum Flow,,,,,,,,,"[https://link.springer.com/article/10.1007/s10107-010-0366-6 Mahjoub, Mccormick (2010)]","Mahjoub, Mccormick","Mahjoub, Mccormick","Max Flow and Min Cut with bounded-length paths: complexity, algorithms, and approximation",2010,https://link.springer.com/article/10.1007/s10107-010-0366-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Maximum Flow,0.001,0,0,Approximate Multicommodity Maximum Flow,,,,,,O(knm log^4(n)),,,"[https://dl.acm.org/doi/abs/10.1145/103418.103425 Leighton, Makedon, Plotkin, Stein, Tardos, Tragoudas (1991)]","Leighton, Makedon, Plotkin, Stein, Tardos, Tragoudas","Leighton, Makedon, Plotkin, Stein, Tardos, Tragoudas",Fast approximation algorithms for multicommodity flow problems,1991,https://dl.acm.org/doi/abs/10.1145/103418.103425,,,,,,4.4,"k: 3
n: 4.4
m: 3",,O(knm log^4(n)),,"V: number of vertices
E: number of edges
U: maximum edge capacity
k: number of commodities
",,,,,,,,,,,,,1,Monte Carlo,1,(1+eps)***,,2,0,multiplicative***,no,,***Solution to problem perturbed by (1+eps) factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1,Minimum Cut,1,0,0,"Approximate Minimum s-t Cut, unweighted",,,,1,0,"O(V*F*polylog(E, V)/(eps^3*C^2))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 3.4) (1994)],Karger (Corollary 3.4),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,6.01,V: 6.01,2.9,"O(V*F*polylog(E, V)/(eps^3*C^2))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
C: value of minimum cut
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Monte Carlo,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,"Approximate Minimum s-t Cut, unweighted",,,,1,0,"O(V*F*polylog(E, V)/(eps*C))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 3.6) (1994)],Karger (Corollary 3.6),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,6.01,V: 6.01,2.9,"O(V*F*polylog(E, V)/(eps*C))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
F: value of maximum s-t flow
C: value of minimum cut
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Las Vegas,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,"Approximate Minimum Cut, global, unweighted",,,,1,0,"O((E/eps+V/eps^3)*polylog(E, V))",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 4.5) (1994)],Karger (Corollary 4.5),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,5.01,V: 5.01,2.9,"O((E/eps+V/eps^3)*polylog(E, V))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Las Vegas,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,Approximate Minimum s-t Cut,,,,1,0,"O(E*sqrt(U)*polylog(E, V)/eps)",,,[https://dl.acm.org/doi/pdf/10.1145/195058.195422 Karger (Corollary 5.2) (1994)],Karger (Corollary 5.2),Karger,"Random Sampling in Cut, Flow, and Network Design Problems",1994,https://dl.acm.org/doi/pdf/10.1145/195058.195422,,,,,,5.01,V: 5.01,2.9,"O(E*sqrt(U)*polylog(E, V)/eps)",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/195058.195422,0,Word RAM?,words,,,,,,,,1,Las Vegas,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,Approximate Minimum s-t Cut,,,,1,0,"O((V*F/eps^2 + E)*polylog(E, V))",,,"[https://dl.acm.org/doi/pdf/10.1145/237814.237827 Benczur, Karger (1996)]","Benczur, Karger","Benczur, Karger",Approximating $s-t$ Minimum Cuts in $\Tilde{O}(n^2)$ Time,1996,https://dl.acm.org/doi/pdf/10.1145/237814.237827,,,,,,6.01,V: 6.01,2.9,"O((V*F/eps^2 + E)*polylog(E, V))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/237814.237827,0,Word RAM?,words,,,,,,,,1,,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,Approximate Minimum s-t Cut,,,,1,0,"O(E*min(V^(2/3), E^(1/2))*log(V^2/E)*log(E/eps))",,,"[https://dl.acm.org/doi/pdf/10.1145/290179.290181 Goldberg, Rao (1998)]","Goldberg, Rao","Goldberg, Rao",Beyond the Flow Decomposition Barrier,1998,https://dl.acm.org/doi/pdf/10.1145/290179.290181,,,,,,6.01,V: 6.01,3,"O(E*min(V^(2/3), E^(1/2))*log(V^2/E)*log(E/eps))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/pdf/10.1145/290179.290181,0,Word RAM?,words,,,,,,,,1,,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,Approximate Minimum s-t Cut,,,,1,0,"O(E+V^(4/3)polylog(E, V)/eps^(16/3))",,,"[https://dl.acm.org/doi/abs/10.1145/1993636.1993674 Christiano, Kelner, Madry, Spielman, Teng (Theorem 5.1) (2011)]","Christiano, Kelner, Madry, Spielman, Teng (Theorem 5.1)","Christiano, Kelner, Madry, Spielman, Teng","Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs",2011,https://dl.acm.org/doi/abs/10.1145/1993636.1993674,,,,,,5,V: 5,2.9,"O(E+V^(4/3)polylog(E, V)/eps^(16/3))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter, 0 < eps < 1/7",V,https://dl.acm.org/doi/abs/10.1145/1993636.1993674,0,Word RAM?,words,,,,,,,,1,,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
5.1,Minimum Cut,1,0,0,Approximate Minimum s-t Cut,,,,1,0,"O(E*V^(1/3)polylog(E, V)/eps^(2/3))",,,"[https://dl.acm.org/doi/abs/10.1145/2488608.2488704 Lee, Rao, Srivastava (2013)]","Lee, Rao, Srivastava","Lee, Rao, Srivastava",A new approach to computing maximum flows using electrical flows,2013,https://dl.acm.org/doi/abs/10.1145/2488608.2488704,,,,,,5.33,V: 5.33,2.9,"O(E*V^(1/3)polylog(E, V)/eps^(2/3))",,"V: number of vertices
E: number of edges
U: maximum edge capacity
eps: approximation parameter",V,https://dl.acm.org/doi/abs/10.1145/2488608.2488704,0,Word RAM?,words,,,,,,,,1,,1,(1+eps),1,2,0,multiplicative,yes,FPRAS,Factor off from minimum cut,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
6,Matrix Product,1,1,0,Arbitrary Precision Approximating Matrix Multiplication,77,,,1,0,$O(n^{2.7799}poly(\log(1/\epsilon)))$?,,,[https://doi.org/10.1016/0020-0190(79)90113-3 Bini's algorithm (1979)],Bini's algorithm,Bini,$O(n^(2.7799})$ complexity for $n\times n$ approximate matrix multiplication,1979,https://doi.org/10.1016/0020-0190(79)90113-3,,,,1,0,4.38995,"n: 5.7799,
n^2: 4.38995",3,$O(n^{2.7799}poly(\log(1/\epsilon)))$?,27,"n: dimension of square matrix
eps: approximation parameter/working precision",n^2,https://doi.org/10.1016/0020-0190(79)90113-3,0,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,"Derived: Same idea as Strassen's, plus three additional nxn matrices",1,0,,0,,1,eps,1,0,1.99,additive,yes,n/a,Magnitude of error (from obtained solution to real solution),0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,218776162.4,0,,4.7863E+16,0,,1.04713E+25,0,,3,,,Combinatorics
6,Matrix Product,1,1,0,Arbitrary Precision Approximating Matrix Multiplication,78,,,1,0,$O(n^{(3*\log 52/\log 110)}poly(\log(1/\epsilon))) ~ O(n^{2.5218}poly(\log(1/\epsilon)))$?,,,[https://epubs.siam.org/doi/abs/10.1137/0210032 Schonhage's algorithm (1980)],Schonhage's algorithm,Schonhage,Partial and Total Matrix Multiplication,1980,https://epubs.siam.org/doi/abs/10.1137/0210032,,,,1,0,4.2609,"n: 5.5218,
n^2: 4.2609",3,$O(n^{(3*\log 52/\log 110)}poly(\log(1/\epsilon))) ~ O(n^{2.5218}poly(\log(1/\epsilon)))$?,15.26,"n: dimension of square matrix
eps: approximation parameter/working precision",n^2,https://epubs.siam.org/doi/abs/10.1137/0210032,0,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,"Derived: Same idea as Strassen's, plus three additional nxn matrices",1,0,,0,,1,eps,1,0,1.99,additive,yes,n/a,Magnitude of error (from obtained solution to real solution),0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,36307805.48,0,,1.31826E+15,0,,4.7863E+22,0,,3,,,Combinatorics
6,Matrix Product,1,1,0,Approximate Matrix Multiplication,,,,1,0,O(n^2/eps^2),,,[https://epubs.siam.org/doi/10.1137/S0097539704442684  (2006)],,"Drineas, Kannan, Mahoney",Fast Monte Carlo Algorithms for Matrices I: Approximating Matrix Multiplication,2006,https://epubs.siam.org/doi/10.1137/S0097539704442684,,,,,,3,"n: 5,
n^2: 3",3,O(n^2/eps^2),10,"n: dimension of square matrix
eps: approximation parameter",n^2,https://www.sciencedirect.com/science/article/pii/S1319157818306396,0,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n/eps^2)$,https://epubs.siam.org/doi/10.1137/S0097539704442684,0,1,,1,Monte Carlo,1,eps,1,0,1.99,additive,yes,n/a,"Magnitude of error (from obtained solution to real solution), in Frobenius norm divided by ||A||*||B||",0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,,,,,,,,,,3,,,Combinatorics
6,Matrix Product,1,1,0,Approximate Matrix Multiplication,,,,1,0,O(n^2(1/eps^2 log(1/delta) + (log(1/delta))^2)),,,[https://ieeexplore.ieee.org/abstract/document/4031351  (2006)],,Sarlos,Improved Approximation Algorithms for Large Matrices via Random Projections,2006,https://ieeexplore.ieee.org/abstract/document/4031351,,,,,,3,"n: 5,
n^2: 3",3,O(n^2(1/eps^2 log(1/delta) + (log(1/delta))^2)),10,"n: dimension of square matrix
eps: approximation parameter
delta: error probability",n^2,https://www.sciencedirect.com/science/article/pii/S1319157818306396,0,Word RAM,words,2.5,"n: 3,
n^2: 2.5",O(n(1/eps^2 log(1/delta) + (log(1/delta))^2)),https://ieeexplore.ieee.org/abstract/document/4031351,0,1,,1,Monte Carlo,1,eps,1,0,1.99,additive,yes,n/a,"Magnitude of error (from obtained solution to real solution), in Frobenius norm divided by ||A||*||B||",0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,,,,,,,,,,3,,,Combinatorics
6,Matrix Product,0.001,1,0,Approximate Matrix Multiplication,,,,1,0,O(n^2 + nk^2 + k^3),,,[https://ieeexplore.ieee.org/abstract/document/4558532  (2008)],,"Belabbas, Wolfe",On sparse representations of linear operators and the approximation of matrix products,2008,https://ieeexplore.ieee.org/abstract/document/4558532,,,,,,3,"n: 5,
n^2: 3",3,O(n^2 + nk^2 + k^3),10,"n: dimension of square matrix
eps: approximation parameter
k: number of rows parameter",n^2,,0,Word RAM,words,#VALUE!,,,,,,,0,,1,sqrt(n-k)?,4,0,5,additive,yes,n/a,,0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,,,,,,,,,,3,,,Combinatorics
6,Matrix Product,1,1,0,Approximate Matrix Multiplication,,,,1,0,O(n^2/eps^2 log(1/delta)),,,[https://dl.acm.org/doi/abs/10.1145/1536414.1536445  (2009)],,"Clarkson, Woodruff",Numerical linear algebra in the streaming model,2009,https://dl.acm.org/doi/abs/10.1145/1536414.1536445,,,,,,3,"n: 5,
n^2: 3",3,O(n^2/eps^2 log(1/delta)),10,"n: dimension of square matrix
eps: approximation parameter
delta: error probability",n^2,https://www.sciencedirect.com/science/article/pii/S1319157818306396,0,Word RAM,words,2.5,"n: 4,
n^2: 2.5",O(n/eps^2 log(1/delta) log(n)),https://dl.acm.org/doi/abs/10.1145/1536414.1536445,0,1,,1,Monte Carlo,1,eps,1,0,1.99,additive,yes,n/a,"Magnitude of error (from obtained solution to real solution), in Frobenius norm divided by ||A||*||B||",0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,,,,,,,,,,3,,,Combinatorics
6,Matrix Product,1,1,0,Approximate Matrix Multiplication,,,,1,0,O(n^2/eps^2 (p_1+p_2) log n),,,[https://epubs.siam.org/doi/abs/10.1137/1.9781611973082.109  (2011)],,"Magen, Zouzias",Low Rank Matrix-valued Chernoff Bounds and Approximate Matrix Multiplication,2011,https://epubs.siam.org/doi/abs/10.1137/1.9781611973082.109,,,,,,4,"n: 5.01,
n^2: 4",3,O(n^2/eps^2 (p_1+p_2) log n),16.1,"n: dimension of square matrix
eps: approximation parameter
p_1, p_2: stable ranks of matrices",n^2,https://www.sciencedirect.com/science/article/pii/S1319157818306396,0,Word RAM,words,2.5,"n: 4,
n^2: 2.5",O(n/eps^2 (p_1+p_2) log n)?,Derived: size of matrices used in intermediate steps?,1,0,,1,Monte Carlo,1,eps,1,0,1.99,additive,yes,n/a,"Magnitude of error (from obtained solution to real solution), in spectral norm divided by ||A||*||B||",0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,,,,,,,,,,3,,,Combinatorics
